canonical_purchase_id,purchase_number,title,customer_name,customer_inn,customer_kpp,customer_ogrn,relation_to_sber,publication_date,end_date,amount_rub,currency,status,procedure_type,law_or_section,platform_section,region,primary_source,source_count,source_systems,primary_url,sberbank_ast_url,eis_url,link_quality,year,month
purchase:SBR028-2506050010.1,SBR028-2506050010.1,"Оказание услуг по разработке и сопровождению разработки Личного кабинета Абонента B2C (IOS, Android, PWA), включая проектирование дизайна, написание бизнес и системной аналитики, фронтенд-доработки, разработка бэкенд-сервисов, тестированию для ООО «СБЕРБАНК-ТЕЛЕКОМ","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-06-05,2025-06-16,,RUB,Завершено,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3138984,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3138984,,single_source,2025,2025-06
purchase:SBR028-2505300008.1,SBR028-2505300008.1,закупка услуг по предоставлению в пользование канала доступа в сеть Интернет + услуга по защите канала передачи данных от DDoS-атак,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-05-30,2025-06-05,,RUB,Определение победителя,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3118355,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3118355,,single_source,2025,2025-05
purchase:SBR028-2505300008.2,SBR028-2505300008.2,закупка услуг по предоставлению в пользование канала доступа в сеть Интернет + услуга по защите канала передачи данных от DDoS-атак,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-05-30,2025-06-05,,RUB,Определение победителя,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3118355,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3118355,,single_source,2025,2025-05
purchase:SBR028-2505300006.1,SBR028-2505300006.1,"оказание услуг по предоставлению во временное пользование (аренда) канала передачи данных, г. Воронеж","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-05-30,2025-06-06,,RUB,Завершено,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3118311,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3118311,,single_source,2025,2025-05
purchase:SBR028-2504210041.1,SBR028-2504210041.1,"Оказание услуг по разработке и сопровождению разработки Личного кабинета Абонента B2C (IOS, Android, PWA), включая проектирование дизайна, написание бизнес и системной аналитики, фронтенд-доработки, разработка бэкенд-сервисов, тестированию для ООО «СБЕРБАНК-ТЕЛЕКОМ»","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-04-21,2025-05-07,,RUB,Отменено,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3007864,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3007864,,single_source,2025,2025-04
purchase:SBR028-2504210034.1,SBR028-2504210034.1,"Оказание услуг по разработке и сопровождению разработки веб-интерфейса для агентских каналов продаж и интернет-магазина «Подключи», включая проектирование дизайна, написание бизнес и системной аналитики, фронтенд-доработки, разработка бэкенд-сервисов, тестированию для ООО «СБЕРБАНК-ТЕЛЕКОМ»","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-04-21,2025-04-28,,RUB,Отменено,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3007706,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3007706,,single_source,2025,2025-04
purchase:SBR028-2504180043.1,SBR028-2504180043.1,"выбор поставщика для оказания услуг по предоставлению мест в стационарных торговых объектах и в зонах, предназначенных для осуществления торговой деятельности, для ООО ""Сбербанк-Телеком""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-04-18,2025-07-21,,RUB,Отменено,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2998056,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2998056,,single_source,2025,2025-04
purchase:SBR028-2504150077.1,SBR028-2504150077.1,"Оказание услуг по разработке, доработке, модернизации, тестированию, модификации и сопровождению работы программного обеспечения, разработке инструкций пользователя и оказанию технической поддержки для ООО «СБЕРБАНК-ТЕЛЕКОМ","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-04-15,2025-04-23,,RUB,Завершено,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2986415,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2986415,,single_source,2025,2025-04
purchase:SBR028-2504150072.1,SBR028-2504150072.1,Поставка бортовых устройств и оказание сопутствующих услуг для ООО «Сбербанк-Телеком»,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-04-15,2025-05-23,,RUB,Завершено,Процедура обоснования начальной максимальной цены (с ЭП),Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/39/0/0/2986143,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/39/0/0/2986143,,single_source,2025,2025-04
purchase:SBR028-2504080043.1,SBR028-2504080043.1,"Производство и поставка сим-карт B2C, B2B формата 2/3/4 FF, с полным или частичным производством на территории РФ, согласно ТЗ, для нужд ООО ""Сбербанк-Телеком""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-04-08,2025-04-14,,RUB,Отменено,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2960994,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2960994,,single_source,2025,2025-04
purchase:SBR028-2504080036.2,SBR028-2504080036.2,Оказание услуг по предоставлению во временное пользование волоконно-оптических линий связи (Москва),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-04-08,2025-04-16,,RUB,Определение победителя,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2960875,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2960875,,single_source,2025,2025-04
purchase:SBR028-2504080036.3,SBR028-2504080036.3,Оказание услуг по предоставлению во временное пользование волоконно-оптических линий связи (Москва),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-04-08,2025-04-16,,RUB,Определение победителя,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2960875,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2960875,,single_source,2025,2025-04
purchase:SBR028-2504080036.1,SBR028-2504080036.1,Оказание услуг по предоставлению во временное пользование волоконно-оптических линий связи (Москва),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-04-08,2025-04-16,,RUB,Определение победителя,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2960875,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2960875,,single_source,2025,2025-04
purchase:SBR028-2504020006.1,SBR028-2504020006.1,"Производство и поставка сим-карт B2C, B2B формата 2/3/4 FF для нужд ООО ""Сбербанк-Телеком""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-04-02,2025-04-10,,RUB,Завершено,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2937122,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2937122,,single_source,2025,2025-04
purchase:SBR028-2504020005.1,SBR028-2504020005.1,"Производство и поставка персонализированных SIM-карт M2M формата 2FF или 2/3/4FF для нужд ООО ""Сбербанк-Телеком"",","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-04-02,2025-04-10,,RUB,Завершено,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2937013,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2937013,,single_source,2025,2025-04
purchase:SBR028-2503310004.1,SBR028-2503310004.1,Оказание услуг доработки и технической поддержки Системы 1С ЗУП и 1С БП,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-31,2025-04-04,,RUB,Отменено,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2928435,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2928435,,single_source,2025,2025-03
purchase:SBR028-2503280025.1,SBR028-2503280025.1,Поставка комплектующих и расходных материалов для ЦОД СРОЧНО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-28,2025-04-03,,RUB,Отменено,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2918898,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2918898,,single_source,2025,2025-03
purchase:SBR028-2503280023.1,SBR028-2503280023.1,Поставка оборудования удаленных площадок,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-28,2025-04-10,,RUB,Завершено,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2918850,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2918850,,single_source,2025,2025-03
purchase:SBR028-2503270040.1,SBR028-2503270040.1,Закупка услуг по разработке и доработке системы CRM,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-07,,RUB,Завершено,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2915476,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2915476,,single_source,2025,2025-03
purchase:SBR028-2503270013.1,SBR028-2503270013.1,На поставку сетевого оборудования для ЦОД (коммутаторы расширения),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-11,,RUB,Определение победителя,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,,single_source,2025,2025-03
purchase:SBR028-2503270013.2,SBR028-2503270013.2,На поставку сетевого оборудования для ЦОД (коммутаторы расширения),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-11,,RUB,Определение победителя,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,,single_source,2025,2025-03
purchase:SBR028-2503270013.7,SBR028-2503270013.7,На поставку сетевого оборудования для ЦОД (коммутаторы расширения),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-11,,RUB,Определение победителя,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,,single_source,2025,2025-03
purchase:SBR028-2503270013.5,SBR028-2503270013.5,На поставку сетевого оборудования для ЦОД (коммутаторы расширения),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-11,,RUB,Определение победителя,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,,single_source,2025,2025-03
purchase:SBR028-2503270013.3,SBR028-2503270013.3,На поставку сетевого оборудования для ЦОД (коммутаторы расширения),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-11,,RUB,Определение победителя,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,,single_source,2025,2025-03
purchase:SBR028-2503270013.4,SBR028-2503270013.4,На поставку сетевого оборудования для ЦОД (коммутаторы расширения),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-11,,RUB,Определение победителя,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,,single_source,2025,2025-03
purchase:SBR028-2503270013.6,SBR028-2503270013.6,На поставку сетевого оборудования для ЦОД (коммутаторы расширения),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-11,,RUB,Определение победителя,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2914144,,single_source,2025,2025-03
purchase:SBR028-2503270009.4,SBR028-2503270009.4,"Поставка модулей расширения, совместимых с оборудованием Huawei","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-04,,RUB,Завершено,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,,single_source,2025,2025-03
purchase:SBR028-2503270009.1,SBR028-2503270009.1,"Поставка модулей расширения, совместимых с оборудованием Huawei","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-04,,RUB,Завершено,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,,single_source,2025,2025-03
purchase:SBR028-2503270009.5,SBR028-2503270009.5,"Поставка модулей расширения, совместимых с оборудованием Huawei","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-04,,RUB,Завершено,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,,single_source,2025,2025-03
purchase:SBR028-2503270009.2,SBR028-2503270009.2,"Поставка модулей расширения, совместимых с оборудованием Huawei","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-04,,RUB,Завершено,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,,single_source,2025,2025-03
purchase:SBR028-2503270009.3,SBR028-2503270009.3,"Поставка модулей расширения, совместимых с оборудованием Huawei","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-04,,RUB,Завершено,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,,single_source,2025,2025-03
purchase:SBR028-2503270009.6,SBR028-2503270009.6,"Поставка модулей расширения, совместимых с оборудованием Huawei","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-27,2025-04-04,,RUB,Завершено,"Запрос котировок (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/2913402,,single_source,2025,2025-03
purchase:SBR028-2503260029.1,SBR028-2503260029.1,Поставка сетевого оборудования магистральной сети Huawei с технической поддержкой NBD 8*5 на три года,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-26,2025-04-09,,RUB,Определение победителя,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2910648,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2910648,,single_source,2025,2025-03
purchase:SBR028-2503260029.2,SBR028-2503260029.2,Поставка сетевого оборудования магистральной сети Huawei с технической поддержкой NBD 8*5 на три года,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-26,2025-04-09,,RUB,Определение победителя,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2910648,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2910648,,single_source,2025,2025-03
purchase:SBR028-2503260029.3,SBR028-2503260029.3,Поставка сетевого оборудования магистральной сети Huawei с технической поддержкой NBD 8*5 на три года,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-26,2025-04-09,,RUB,Определение победителя,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2910648,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2910648,,single_source,2025,2025-03
purchase:SBR028-2503190012.1,SBR028-2503190012.1,"Оказание услуг покопийной печати для ООО ""Сбербанк-Телеком""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-19,2025-03-26,,RUB,Завершено,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2881277,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2881277,,single_source,2025,2025-03
purchase:SBR028-2503140015.1,SBR028-2503140015.1,"Выбор поставщика на оказание комплекса услуг по дизайну для ООО ""Сбербанк-Телеком""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБЕРБАНК-ТЕЛЕКОМ""",7736264044,773601001,1167746305430,subsidiary_or_affiliate,2025-03-14,2025-04-14,,RUB,Завершено,"Запрос предложений (закупка, с ЭП)",Торги коммерческих заказчиков,Торги коммерческих заказчиков,Москва,Sberbank-AST,1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2865595,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2865595,,single_source,2025,2025-03
